Region,Information,2013,2014,2015
Jokioinen,Households living in other dwellings (TE),49.0,43.0,46.0
Jokioinen,"Households, total (TR)",2481.0,2460.0,2453.0
Jokioinen,Average income of households (TR),38354.0,38882.0,38540.0
Jokioinen,Median income of households (TR),33084.0,34134.0,33561.0
Jokioinen,Households belonging to the lowest income category (TR),626.0,598.0,600.0
Jokioinen,Households belonging to the middle income category (TR),1501.0,1482.0,1487.0
Jokioinen,Households belonging to the highest income category (TR),354.0,380.0,366.0
Jokioinen,Accumulated purchasing power of households (TR),95155229.0,95648858.0,94537745.0
Jokioinen,Free-time residences (RA),324.0,319.0,319.0
Jokioinen,"Buildings, total (RA)",2304.0,2325.0,2338.0
Jokioinen,Other buildings (RA),281.0,283.0,289.0
Jokioinen,Residential buildings (RA),2023.0,2042.0,2049.0
Jokioinen,Dwellings (RA),2784.0,2765.0,2768.0
Jokioinen,Average floor area per dwelling (RA),93.7,93.8,94.1
Jokioinen,Dwellings in small houses (RA),2415.0,2398.0,2397.0
Jokioinen,Dwellings in blocks of flats (RA),327.0,327.0,327.0
Jokioinen,Other dwellings (RA),42.0,40.0,44.0
Jokioinen,"Workplaces, total (TP)",1833.0,1814.0,1800.0
Jokioinen,Primary production (TP),144.0,135.0,125.0
Jokioinen,Processing (TP),424.0,439.0,417.0
Jokioinen,Services (TP),1243.0,1217.0,1235.0
Jokioinen,"A Agriculture, forestry and fishing (TP)",144.0,135.0,125.0
Jokioinen,B Mining and quarrying (TP),1.0,0.0,0.0
Jokioinen,C Manufacturing (TP),306.0,320.0,327.0
Jokioinen,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Jokioinen,"E Water supply; sewerage, waste management and remediation activities (TP)",20.0,21.0,5.0
Jokioinen,F Construction (TP),97.0,98.0,85.0
Jokioinen,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),96.0,102.0,98.0
Jokioinen,H Transportation and storage (TP),88.0,80.0,86.0
Jokioinen,I Accommodation and food service activities (TP),7.0,11.0,11.0
Jokioinen,J Information and communication (TP),8.0,15.0,10.0
Jokioinen,K Financial and insurance activities (TP),14.0,14.0,16.0
Jokioinen,L Real estate activities (TP),6.0,6.0,5.0
Jokioinen,"M Professional, scientific and technical activities (TP)",510.0,497.0,500.0
Jokioinen,N Administrative and support service activities (TP),66.0,79.0,67.0
Jokioinen,O Public administration and defence; compulsory social security (TP),17.0,22.0,21.0
Jokioinen,P Education (TP),88.0,90.0,93.0
Jokioinen,Q Human health and social work activities (TP),280.0,242.0,266.0
Jokioinen,"R Arts, entertainment and recreation (TP)",14.0,9.0,8.0
Jokioinen,S Other service activities (TP),40.0,41.0,40.0
Jokioinen,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),9.0,9.0,14.0
Jokioinen,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Jokioinen,X Industry unknown (TP),22.0,23.0,23.0
Jokioinen,"Inhabitants, total (PT)",5595.0,5516.0,5425.0
Jokioinen,Employed (PT),2356.0,2270.0,2206.0
Jokioinen,Unemployed (PT),311.0,317.0,335.0
Jokioinen,Children aged 0 to 14 (PT),1005.0,975.0,931.0
Jokioinen,Students (PT),388.0,390.0,383.0
Jokioinen,Pensioners (PT),1424.0,1439.0,1453.0
Jokioinen,Others (PT),111.0,125.0,117.0
Loppi,"Inhabitants, total (HE)",8341.0,8291.0,8175.0
Loppi,Males (HE),4282.0,4253.0,4203.0
Loppi,Females (HE),4059.0,4038.0,3972.0
Loppi,Average age of inhabitants (HE),43.0,43.0,44.0
Loppi,0-2 years (HE),268.0,268.0,250.0
Loppi,3-6 years (HE),427.0,410.0,382.0
Loppi,7-12 years (HE),704.0,731.0,696.0
Loppi,13-15 years (HE),332.0,329.0,326.0
Loppi,16-17 years (HE),214.0,190.0,194.0
Loppi,18-19 years (HE),172.0,171.0,183.0
Loppi,20-24 years (HE),239.0,255.0,228.0
Loppi,25-29 years (HE),307.0,271.0,270.0
Loppi,30-34 years (HE),437.0,427.0,414.0
Loppi,35-39 years (HE),540.0,534.0,511.0
Loppi,40-44 years (HE),520.0,501.0,489.0
Loppi,45-49 years (HE),656.0,637.0,598.0
Loppi,50-54 years (HE),589.0,597.0,631.0
Loppi,55-59 years (HE),569.0,572.0,572.0
Loppi,60-64 years (HE),648.0,638.0,614.0
Loppi,65-69 years (HE),587.0,600.0,611.0
Loppi,70-74 years (HE),404.0,420.0,449.0
Loppi,75-79 years (HE),337.0,346.0,339.0
Loppi,80-84 years (HE),205.0,202.0,217.0
Loppi,85 years or over (HE),186.0,192.0,201.0
Loppi,"Aged 18 or over, total (KO)",6396.0,6363.0,6327.0
Loppi,Basic level studies (KO),2117.0,2052.0,2035.0
Loppi,"With education, total (KO)",4279.0,4311.0,4292.0
Loppi,Matriculation examination (KO),227.0,224.0,228.0
Loppi,Vocational diploma (KO),3298.0,3319.0,3286.0
Loppi,Academic degree - Lower level university degree (KO),470.0,484.0,500.0
Loppi,Academic degree - Higher level university degree (KO),284.0,284.0,278.0
Loppi,"Aged 18 or over, total (HR)",6396.0,6363.0,6327.0
Loppi,Average income of inhabitants (HR),22325.0,22620.0,22519.0
Loppi,Median income of inhabitants (HR),20868.0,21164.0,21046.0
Loppi,Inhabitants belonging to the lowest income category (HR),1246.0,1240.0,1266.0
Loppi,Inhabitants belonging to the middle income category (HR),3834.0,3832.0,3810.0
Loppi,Inhabitants belonging to the highest income category (HR),1316.0,1291.0,1251.0
Loppi,Accumulated purchasing power of inhabitants (HR),142789945.0,143929103.0,142478126.0
Loppi,"Households, total (TE)",3544.0,3542.0,3529.0
Loppi,Average size of households (TE),2.3,2.3,2.3
Loppi,Average floor area per person (TE),42.8,43.3,44.0
Loppi,One-person households (TE),1171.0,1191.0,1213.0
Loppi,Young one-person households (TE),116.0,110.0,124.0
Loppi,Young couples without children (TE),81.0,78.0,58.0
Loppi,Households with children (TE),944.0,932.0,903.0
Loppi,Households with small children (TE),229.0,230.0,213.0
Loppi,Households with children under school age (TE),441.0,444.0,410.0
Loppi,Households with school-age children (TE),468.0,478.0,468.0
Loppi,Households with teenagers (TE),400.0,382.0,387.0
Loppi,One-parent households with children (TE),130.0,126.0,129.0
Loppi,Adult households (TE),1414.0,1403.0,1382.0
Loppi,Pensioner households (TE),1204.0,1228.0,1265.0
Loppi,Households living in owner-occupied dwellings (TE),2994.0,2986.0,2984.0
Loppi,Households living in rented dwellings (TE),460.0,471.0,458.0
Loppi,Households living in other dwellings (TE),90.0,85.0,87.0
Loppi,"Households, total (TR)",3544.0,3542.0,3529.0
Loppi,Average income of households (TR),39919.0,40190.0,39932.0
Loppi,Median income of households (TR),35241.0,35240.0,35327.0
Loppi,Households belonging to the lowest income category (TR),826.0,811.0,821.0
Loppi,Households belonging to the middle income category (TR),2084.0,2103.0,2092.0
Loppi,Households belonging to the highest income category (TR),634.0,628.0,616.0
Loppi,Accumulated purchasing power of households (TR),141473801.0,142353704.0,140919361.0
Loppi,Free-time residences (RA),3323.0,3329.0,3339.0
Loppi,"Buildings, total (RA)",3648.0,3676.0,3684.0
Loppi,Other buildings (RA),438.0,447.0,450.0
Loppi,Residential buildings (RA),3210.0,3229.0,3234.0
Loppi,Dwellings (RA),4062.0,4026.0,4014.0
Loppi,Average floor area per dwelling (RA),96.6,97.2,97.3
Loppi,Dwellings in small houses (RA),3551.0,3508.0,3496.0
Loppi,Dwellings in blocks of flats (RA),397.0,399.0,399.0
Loppi,Other dwellings (RA),114.0,119.0,119.0
Loppi,"Workplaces, total (TP)",2173.0,2130.0,2020.0
Loppi,Primary production (TP),218.0,223.0,204.0
Loppi,Processing (TP),444.0,435.0,416.0
Loppi,Services (TP),1468.0,1431.0,1355.0
Loppi,"A Agriculture, forestry and fishing (TP)",218.0,223.0,204.0
Loppi,B Mining and quarrying (TP),4.0,2.0,0.0
Loppi,C Manufacturing (TP),181.0,185.0,153.0
Loppi,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Loppi,"E Water supply; sewerage, waste management and remediation activities (TP)",16.0,17.0,21.0
Loppi,F Construction (TP),243.0,231.0,242.0
Loppi,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),255.0,250.0,217.0
Loppi,H Transportation and storage (TP),198.0,204.0,201.0
Loppi,I Accommodation and food service activities (TP),61.0,64.0,41.0
Loppi,J Information and communication (TP),11.0,7.0,7.0
Loppi,K Financial and insurance activities (TP),22.0,19.0,17.0
Loppi,L Real estate activities (TP),7.0,7.0,7.0
Loppi,"M Professional, scientific and technical activities (TP)",90.0,76.0,67.0
Loppi,N Administrative and support service activities (TP),168.0,152.0,165.0
Loppi,O Public administration and defence; compulsory social security (TP),62.0,71.0,65.0
Loppi,P Education (TP),149.0,141.0,153.0
Loppi,Q Human health and social work activities (TP),360.0,349.0,316.0
Loppi,"R Arts, entertainment and recreation (TP)",21.0,22.0,22.0
Loppi,S Other service activities (TP),53.0,54.0,60.0
Loppi,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),11.0,15.0,17.0
Loppi,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Loppi,X Industry unknown (TP),43.0,41.0,45.0
Loppi,"Inhabitants, total (PT)",8341.0,8291.0,8175.0
Loppi,Employed (PT),3494.0,3419.0,3341.0
Loppi,Unemployed (PT),333.0,379.0,371.0
Loppi,Children aged 0 to 14 (PT),1634.0,1620.0,1539.0
Loppi,Students (PT),495.0,470.0,489.0
Loppi,Pensioners (PT),2151.0,2169.0,2186.0
Loppi,Others (PT),234.0,234.0,249.0
Riihimäki,"Inhabitants, total (HE)",29318.0,29350.0,29269.0
Riihimäki,Males (HE),14460.0,14466.0,14439.0
Riihimäki,Females (HE),14858.0,14884.0,14830.0
Riihimäki,Average age of inhabitants (HE),41.0,42.0,42.0
Riihimäki,0-2 years (HE),960.0,934.0,895.0
Riihimäki,3-6 years (HE),1388.0,1370.0,1331.0
Riihimäki,7-12 years (HE),1990.0,2036.0,2053.0
Riihimäki,13-15 years (HE),917.0,893.0,943.0
Riihimäki,16-17 years (HE),729.0,679.0,603.0
Riihimäki,18-19 years (HE),741.0,765.0,773.0
Riihimäki,20-24 years (HE),1901.0,1868.0,1848.0
Riihimäki,25-29 years (HE),1719.0,1696.0,1673.0
Riihimäki,30-34 years (HE),1790.0,1789.0,1759.0
Riihimäki,35-39 years (HE),1904.0,1874.0,1850.0
Riihimäki,40-44 years (HE),1737.0,1736.0,1729.0
Riihimäki,45-49 years (HE),2063.0,2027.0,2007.0
Riihimäki,50-54 years (HE),2063.0,2069.0,2021.0
Riihimäki,55-59 years (HE),2057.0,2034.0,2027.0
Riihimäki,60-64 years (HE),2035.0,2044.0,2037.0
Riihimäki,65-69 years (HE),1831.0,1932.0,1982.0
Riihimäki,70-74 years (HE),1155.0,1204.0,1304.0
Riihimäki,75-79 years (HE),940.0,984.0,987.0
Riihimäki,80-84 years (HE),721.0,717.0,699.0
Riihimäki,85 years or over (HE),677.0,699.0,748.0
Riihimäki,"Aged 18 or over, total (KO)",23334.0,23438.0,23444.0
Riihimäki,Basic level studies (KO),6630.0,6495.0,6404.0
Riihimäki,"With education, total (KO)",16704.0,16943.0,17040.0
Riihimäki,Matriculation examination (KO),1363.0,1336.0,1300.0
Riihimäki,Vocational diploma (KO),11479.0,11661.0,11696.0
Riihimäki,Academic degree - Lower level university degree (KO),2319.0,2365.0,2429.0
Riihimäki,Academic degree - Higher level university degree (KO),1543.0,1581.0,1615.0
Riihimäki,"Aged 18 or over, total (HR)",23334.0,23438.0,23444.0
Riihimäki,Average income of inhabitants (HR),22903.0,23093.0,23039.0
Riihimäki,Median income of inhabitants (HR),21255.0,21328.0,21304.0
Riihimäki,Inhabitants belonging to the lowest income category (HR),4053.0,4053.0,4091.0
Riihimäki,Inhabitants belonging to the middle income category (HR),14508.0,14619.0,14603.0
Riihimäki,Inhabitants belonging to the highest income category (HR),4773.0,4766.0,4750.0
Riihimäki,Accumulated purchasing power of inhabitants (HR),534410475.0,541255754.0,540117212.0
Riihimäki,"Households, total (TE)",14212.0,14356.0,14405.0
Riihimäki,Average size of households (TE),2.0,2.0,2.0
Riihimäki,Average floor area per person (TE),38.1,38.4,38.7
Riihimäki,One-person households (TE),6143.0,6303.0,6420.0
Riihimäki,Young one-person households (TE),1526.0,1560.0,1590.0
Riihimäki,Young couples without children (TE),603.0,605.0,596.0
Riihimäki,Households with children (TE),3227.0,3202.0,3144.0
Riihimäki,Households with small children (TE),853.0,835.0,802.0
Riihimäki,Households with children under school age (TE),1604.0,1597.0,1558.0
Riihimäki,Households with school-age children (TE),1440.0,1457.0,1467.0
Riihimäki,Households with teenagers (TE),1237.0,1197.0,1193.0
Riihimäki,One-parent households with children (TE),672.0,671.0,674.0
Riihimäki,Adult households (TE),7146.0,7135.0,7122.0
Riihimäki,Pensioner households (TE),3878.0,4060.0,4182.0
Riihimäki,Households living in owner-occupied dwellings (TE),9361.0,9385.0,9371.0
Riihimäki,Households living in rented dwellings (TE),4558.0,4716.0,4750.0
Riihimäki,Households living in other dwellings (TE),293.0,255.0,284.0
Riihimäki,"Households, total (TR)",14212.0,14356.0,14405.0
Riihimäki,Average income of households (TR),37230.0,37353.0,37103.0
Riihimäki,Median income of households (TR),31049.0,31071.0,31078.0
Riihimäki,Households belonging to the lowest income category (TR),3469.0,3506.0,3582.0
Riihimäki,Households belonging to the middle income category (TR),8205.0,8357.0,8332.0
Riihimäki,Households belonging to the highest income category (TR),2538.0,2493.0,2491.0
Riihimäki,Accumulated purchasing power of households (TR),529113007.0,536246085.0,534475708.0
Riihimäki,Free-time residences (RA),252.0,252.0,254.0
Riihimäki,"Buildings, total (RA)",6582.0,6649.0,6670.0
Riihimäki,Other buildings (RA),804.0,827.0,834.0
Riihimäki,Residential buildings (RA),5778.0,5822.0,5836.0
Riihimäki,Dwellings (RA),15744.0,15951.0,15961.0
Riihimäki,Average floor area per dwelling (RA),76.0,75.9,75.9
Riihimäki,Dwellings in small houses (RA),6983.0,7048.0,7047.0
Riihimäki,Dwellings in blocks of flats (RA),8487.0,8609.0,8647.0
Riihimäki,Other dwellings (RA),274.0,294.0,267.0
Riihimäki,"Workplaces, total (TP)",11399.0,11295.0,11055.0
Riihimäki,Primary production (TP),56.0,53.0,42.0
Riihimäki,Processing (TP),2908.0,2936.0,2901.0
Riihimäki,Services (TP),8339.0,8195.0,8016.0
Riihimäki,"A Agriculture, forestry and fishing (TP)",56.0,53.0,42.0
Riihimäki,B Mining and quarrying (TP),1.0,0.0,0.0
Riihimäki,C Manufacturing (TP),1957.0,1993.0,1907.0
Riihimäki,"D Electricity, gas, steam and air conditioning supply (TP)",3.0,3.0,2.0
Riihimäki,"E Water supply; sewerage, waste management and remediation activities (TP)",334.0,316.0,365.0
Riihimäki,F Construction (TP),613.0,624.0,627.0
Riihimäki,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),1627.0,1574.0,1555.0
Riihimäki,H Transportation and storage (TP),874.0,827.0,833.0
Riihimäki,I Accommodation and food service activities (TP),369.0,368.0,395.0
Riihimäki,J Information and communication (TP),332.0,331.0,254.0
Riihimäki,K Financial and insurance activities (TP),111.0,121.0,105.0
Riihimäki,L Real estate activities (TP),121.0,111.0,104.0
Riihimäki,"M Professional, scientific and technical activities (TP)",395.0,343.0,339.0
Riihimäki,N Administrative and support service activities (TP),780.0,770.0,721.0
Riihimäki,O Public administration and defence; compulsory social security (TP),872.0,896.0,829.0
Riihimäki,P Education (TP),690.0,695.0,700.0
Riihimäki,Q Human health and social work activities (TP),1645.0,1643.0,1623.0
Riihimäki,"R Arts, entertainment and recreation (TP)",192.0,191.0,211.0
Riihimäki,S Other service activities (TP),299.0,285.0,308.0
Riihimäki,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),32.0,40.0,39.0
Riihimäki,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Riihimäki,X Industry unknown (TP),96.0,111.0,96.0
Riihimäki,"Inhabitants, total (PT)",29318.0,29350.0,29269.0
Riihimäki,Employed (PT),12769.0,12598.0,12278.0
Riihimäki,Unemployed (PT),1750.0,1811.0,1865.0
Riihimäki,Children aged 0 to 14 (PT),4941.0,4945.0,4913.0
Riihimäki,Students (PT),2068.0,2082.0,2081.0
Riihimäki,Pensioners (PT),6870.0,6984.0,7130.0
Riihimäki,Others (PT),920.0,930.0,1002.0
Tammela,"Inhabitants, total (HE)",6474.0,6395.0,6280.0
Tammela,Males (HE),3221.0,3211.0,3148.0
Tammela,Females (HE),3253.0,3184.0,3132.0
Tammela,Average age of inhabitants (HE),44.0,45.0,45.0
Tammela,0-2 years (HE),174.0,153.0,154.0
Tammela,3-6 years (HE),285.0,283.0,266.0
Tammela,7-12 years (HE),486.0,475.0,446.0
Tammela,13-15 years (HE),249.0,242.0,239.0
Tammela,16-17 years (HE),167.0,161.0,166.0
Tammela,18-19 years (HE),149.0,166.0,152.0
Tammela,20-24 years (HE),272.0,236.0,216.0
Tammela,25-29 years (HE),215.0,219.0,199.0
Tammela,30-34 years (HE),305.0,289.0,286.0
Tammela,35-39 years (HE),329.0,331.0,334.0
Tammela,40-44 years (HE),428.0,389.0,344.0
Tammela,45-49 years (HE),429.0,451.0,471.0
Tammela,50-54 years (HE),548.0,509.0,484.0
Tammela,55-59 years (HE),506.0,520.0,534.0
Tammela,60-64 years (HE),508.0,502.0,491.0
Tammela,65-69 years (HE),451.0,507.0,513.0
Tammela,70-74 years (HE),279.0,252.0,295.0
Tammela,75-79 years (HE),264.0,270.0,255.0
Tammela,80-84 years (HE),201.0,216.0,199.0
Tammela,85 years or over (HE),229.0,224.0,236.0
Tammela,"Aged 18 or over, total (KO)",5113.0,5081.0,5009.0
Tammela,Basic level studies (KO),1555.0,1494.0,1432.0
Tammela,"With education, total (KO)",3558.0,3587.0,3577.0
Tammela,Matriculation examination (KO),211.0,222.0,194.0
Tammela,Vocational diploma (KO),2677.0,2681.0,2684.0
Tammela,Academic degree - Lower level university degree (KO),420.0,427.0,445.0
Tammela,Academic degree - Higher level university degree (KO),250.0,257.0,254.0
Tammela,"Aged 18 or over, total (HR)",5113.0,5081.0,5009.0
Tammela,Average income of inhabitants (HR),22423.0,22587.0,23011.0
Tammela,Median income of inhabitants (HR),20065.0,20086.0,20383.0
Tammela,Inhabitants belonging to the lowest income category (HR),1028.0,997.0,1000.0
Tammela,Inhabitants belonging to the middle income category (HR),3071.0,3093.0,3057.0
Tammela,Inhabitants belonging to the highest income category (HR),1014.0,991.0,952.0
Tammela,Accumulated purchasing power of inhabitants (HR),114650514.0,114764786.0,115259955.0
Tammela,"Households, total (TE)",2813.0,2807.0,2809.0
Tammela,Average size of households (TE),2.3,2.2,2.2
Tammela,Average floor area per person (TE),45.0,45.6,46.7
Tammela,One-person households (TE),939.0,937.0,975.0
Tammela,Young one-person households (TE),103.0,100.0,114.0
Tammela,Young couples without children (TE),58.0,62.0,52.0
Tammela,Households with children (TE),704.0,686.0,666.0
Tammela,Households with small children (TE),151.0,138.0,130.0
Tammela,Households with children under school age (TE),322.0,311.0,295.0
Tammela,Households with school-age children (TE),340.0,336.0,313.0
Tammela,Households with teenagers (TE),304.0,305.0,308.0
Tammela,One-parent households with children (TE),93.0,96.0,95.0
Tammela,Adult households (TE),1114.0,1107.0,1101.0
Tammela,Pensioner households (TE),1022.0,1038.0,1070.0
Tammela,Households living in owner-occupied dwellings (TE),2382.0,2379.0,2379.0
Tammela,Households living in rented dwellings (TE),374.0,367.0,371.0
Tammela,Households living in other dwellings (TE),57.0,61.0,59.0
Tammela,"Households, total (TR)",2813.0,2807.0,2809.0
Tammela,Average income of households (TR),40369.0,40502.0,40718.0
Tammela,Median income of households (TR),35985.0,35729.0,35353.0
Tammela,Households belonging to the lowest income category (TR),686.0,688.0,680.0
Tammela,Households belonging to the middle income category (TR),1599.0,1588.0,1591.0
Tammela,Households belonging to the highest income category (TR),528.0,531.0,538.0
Tammela,Accumulated purchasing power of households (TR),113556635.0,113687937.0,114377060.0
Tammela,Free-time residences (RA),3281.0,3299.0,3309.0
Tammela,"Buildings, total (RA)",3241.0,3268.0,3278.0
Tammela,Other buildings (RA),603.0,605.0,609.0
Tammela,Residential buildings (RA),2638.0,2663.0,2669.0
Tammela,Dwellings (RA),3274.0,3167.0,3157.0
Tammela,Average floor area per dwelling (RA),97.5,99.0,99.4
Tammela,Dwellings in small houses (RA),2855.0,2752.0,2737.0
Tammela,Dwellings in blocks of flats (RA),329.0,329.0,330.0
Tammela,Other dwellings (RA),90.0,86.0,90.0
Tammela,"Workplaces, total (TP)",1705.0,1654.0,1649.0
Tammela,Primary production (TP),236.0,241.0,223.0
Tammela,Processing (TP),451.0,424.0,475.0
Tammela,Services (TP),992.0,951.0,901.0
Tammela,"A Agriculture, forestry and fishing (TP)",236.0,241.0,223.0
Tammela,B Mining and quarrying (TP),0.0,0.0,0.0
Tammela,C Manufacturing (TP),292.0,287.0,314.0
Tammela,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Tammela,"E Water supply; sewerage, waste management and remediation activities (TP)",3.0,1.0,1.0
Tammela,F Construction (TP),156.0,136.0,160.0
Tammela,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),88.0,76.0,77.0
Tammela,H Transportation and storage (TP),95.0,91.0,83.0
Tammela,I Accommodation and food service activities (TP),84.0,92.0,82.0
Tammela,J Information and communication (TP),11.0,9.0,8.0
Tammela,K Financial and insurance activities (TP),3.0,5.0,3.0
Tammela,L Real estate activities (TP),5.0,7.0,5.0
Tammela,"M Professional, scientific and technical activities (TP)",50.0,45.0,43.0
Tammela,N Administrative and support service activities (TP),58.0,86.0,74.0
Tammela,O Public administration and defence; compulsory social security (TP),26.0,38.0,52.0
Tammela,P Education (TP),172.0,175.0,149.0
Tammela,Q Human health and social work activities (TP),315.0,234.0,241.0
Tammela,"R Arts, entertainment and recreation (TP)",22.0,27.0,24.0
Tammela,S Other service activities (TP),52.0,50.0,50.0
Tammela,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),11.0,16.0,10.0
Tammela,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Tammela,X Industry unknown (TP),26.0,38.0,50.0
Tammela,"Inhabitants, total (PT)",6474.0,6395.0,6280.0
Tammela,Employed (PT),2658.0,2617.0,2548.0
Tammela,Unemployed (PT),358.0,345.0,346.0
Tammela,Children aged 0 to 14 (PT),1113.0,1067.0,1027.0
Tammela,Students (PT),440.0,449.0,425.0
Tammela,Pensioners (PT),1766.0,1774.0,1793.0
Tammela,Others (PT),139.0,143.0,141.0
Ypäjä,"Inhabitants, total (HE)",2483.0,2468.0,2411.0
Ypäjä,Males (HE),1241.0,1233.0,1215.0
Ypäjä,Females (HE),1242.0,1235.0,1196.0
Ypäjä,Average age of inhabitants (HE),45.0,46.0,46.0
Ypäjä,0-2 years (HE),63.0,52.0,49.0
Ypäjä,3-6 years (HE),85.0,88.0,74.0
Ypäjä,7-12 years (HE),160.0,161.0,156.0
Ypäjä,13-15 years (HE),81.0,81.0,82.0
Ypäjä,16-17 years (HE),65.0,55.0,53.0
Ypäjä,18-19 years (HE),62.0,68.0,56.0
Ypäjä,20-24 years (HE),106.0,119.0,113.0
Ypäjä,25-29 years (HE),112.0,107.0,99.0
Ypäjä,30-34 years (HE),126.0,122.0,118.0
Ypäjä,35-39 years (HE),138.0,143.0,144.0
Ypäjä,40-44 years (HE),145.0,139.0,130.0
Ypäjä,45-49 years (HE),167.0,152.0,149.0
Ypäjä,50-54 years (HE),195.0,190.0,177.0
Ypäjä,55-59 years (HE),182.0,189.0,189.0
Ypäjä,60-64 years (HE),236.0,232.0,212.0
Ypäjä,65-69 years (HE),174.0,185.0,217.0
Ypäjä,70-74 years (HE),109.0,106.0,120.0
Ypäjä,75-79 years (HE),102.0,99.0,90.0
Ypäjä,80-84 years (HE),83.0,86.0,91.0
Ypäjä,85 years or over (HE),92.0,94.0,92.0
Ypäjä,"Aged 18 or over, total (KO)",2029.0,2031.0,1997.0
Ypäjä,Basic level studies (KO),655.0,628.0,625.0
Ypäjä,"With education, total (KO)",1374.0,1403.0,1372.0
Ypäjä,Matriculation examination (KO),84.0,83.0,81.0
Ypäjä,Vocational diploma (KO),1087.0,1117.0,1097.0
Ypäjä,Academic degree - Lower level university degree (KO),125.0,127.0,117.0
Ypäjä,Academic degree - Higher level university degree (KO),78.0,76.0,77.0
Ypäjä,"Aged 18 or over, total (HR)",2029.0,2031.0,1997.0
Ypäjä,Average income of inhabitants (HR),20337.0,20560.0,20528.0
Ypäjä,Median income of inhabitants (HR),18264.0,18540.0,18152.0
Ypäjä,Inhabitants belonging to the lowest income category (HR),501.0,513.0,502.0
Ypäjä,Inhabitants belonging to the middle income category (HR),1252.0,1227.0,1225.0
Ypäjä,Inhabitants belonging to the highest income category (HR),276.0,291.0,270.0
Ypäjä,Accumulated purchasing power of inhabitants (HR),41262858.0,41757658.0,40994353.0
Ypäjä,"Households, total (TE)",1161.0,1168.0,1154.0
Ypäjä,Average size of households (TE),2.1,2.1,2.0
Ypäjä,Average floor area per person (TE),45.3,45.8,46.6
Ypäjä,One-person households (TE),452.0,456.0,467.0
Ypäjä,Young one-person households (TE),66.0,65.0,63.0
Ypäjä,Young couples without children (TE),25.0,35.0,30.0
Ypäjä,Households with children (TE),237.0,231.0,220.0
Ypäjä,Households with small children (TE),54.0,43.0,43.0
Ypäjä,Households with children under school age (TE),99.0,90.0,81.0
Ypäjä,Households with school-age children (TE),118.0,116.0,108.0
Ypäjä,Households with teenagers (TE),103.0,101.0,104.0
Ypäjä,One-parent households with children (TE),44.0,43.0,38.0
Ypäjä,Adult households (TE),528.0,528.0,500.0
Ypäjä,Pensioner households (TE),396.0,411.0,436.0
Ypäjä,Households living in owner-occupied dwellings (TE),945.0,945.0,936.0
Ypäjä,Households living in rented dwellings (TE),183.0,197.0,191.0
Ypäjä,Households living in other dwellings (TE),33.0,26.0,27.0
Ypäjä,"Households, total (TR)",1161.0,1168.0,1154.0
Ypäjä,Average income of households (TR),35138.0,35365.0,35073.0
Ypäjä,Median income of households (TR),29735.0,29778.0,29420.0
Ypäjä,Households belonging to the lowest income category (TR),361.0,355.0,363.0
Ypäjä,Households belonging to the middle income category (TR),650.0,656.0,642.0
Ypäjä,Households belonging to the highest income category (TR),150.0,157.0,149.0
Ypäjä,Accumulated purchasing power of households (TR),40794697.0,41306483.0,40474052.0
Ypäjä,Free-time residences (RA),285.0,283.0,287.0
Ypäjä,"Buildings, total (RA)",1253.0,1271.0,1276.0
Ypäjä,Other buildings (RA),163.0,166.0,168.0
Ypäjä,Residential buildings (RA),1090.0,1105.0,1108.0
Ypäjä,Dwellings (RA),1419.0,1371.0,1363.0
Ypäjä,Average floor area per dwelling (RA),91.4,92.1,92.4
Ypäjä,Dwellings in small houses (RA),1269.0,1231.0,1222.0
Ypäjä,Dwellings in blocks of flats (RA),93.0,95.0,95.0
Ypäjä,Other dwellings (RA),57.0,45.0,46.0
Ypäjä,"Workplaces, total (TP)",707.0,685.0,674.0
Ypäjä,Primary production (TP),163.0,144.0,141.0
Ypäjä,Processing (TP),104.0,100.0,91.0
Ypäjä,Services (TP),429.0,429.0,425.0
Ypäjä,"A Agriculture, forestry and fishing (TP)",163.0,144.0,141.0
Ypäjä,B Mining and quarrying (TP),0.0,0.0,0.0
Ypäjä,C Manufacturing (TP),57.0,53.0,47.0
Ypäjä,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Ypäjä,"E Water supply; sewerage, waste management and remediation activities (TP)",1.0,1.0,1.0
Ypäjä,F Construction (TP),46.0,46.0,43.0
