Region,Information,2016,2017,2018
Parkano,18-19 years (HE),134.0,138.0,127.0
Parkano,20-24 years (HE),284.0,251.0,248.0
Parkano,25-29 years (HE),250.0,258.0,237.0
Parkano,30-34 years (HE),327.0,303.0,295.0
Parkano,35-39 years (HE),280.0,299.0,306.0
Parkano,40-44 years (HE),304.0,287.0,293.0
Parkano,45-49 years (HE),387.0,360.0,333.0
Parkano,50-54 years (HE),462.0,469.0,462.0
Parkano,55-59 years (HE),512.0,493.0,458.0
Parkano,60-64 years (HE),588.0,581.0,563.0
Parkano,65-69 years (HE),636.0,616.0,611.0
Parkano,70-74 years (HE),472.0,507.0,547.0
Parkano,75-79 years (HE),354.0,364.0,375.0
Parkano,80-84 years (HE),263.0,256.0,269.0
Parkano,85 years or over (HE),250.0,259.0,257.0
Parkano,"Aged 18 or over, total (KO)",5503.0,5441.0,5381.0
Parkano,Basic level studies (KO),1826.0,1760.0,1691.0
Parkano,"With education, total (KO)",3677.0,3681.0,3690.0
Parkano,Matriculation examination (KO),152.0,129.0,130.0
Parkano,Vocational diploma (KO),2988.0,3005.0,3021.0
Parkano,Academic degree - Lower level university degree (KO),357.0,362.0,359.0
Parkano,Academic degree - Higher level university degree (KO),180.0,185.0,180.0
Parkano,"Aged 18 or over, total (HR)",5503.0,5441.0,5381.0
Parkano,Average income of inhabitants (HR),20594.0,21292.0,21651.0
Parkano,Median income of inhabitants (HR),18452.0,18720.0,19012.0
Parkano,Inhabitants belonging to the lowest income category (HR),1239.0,1247.0,1244.0
Parkano,Inhabitants belonging to the middle income category (HR),3633.0,3535.0,3535.0
Parkano,Inhabitants belonging to the highest income category (HR),631.0,659.0,602.0
Parkano,Accumulated purchasing power of inhabitants (HR),113328699.0,115851061.0,116505456.0
Parkano,"Households, total (TE)",3252.0,3231.0,3218.0
Parkano,Average size of households (TE),2.0,2.0,2.0
Parkano,Average floor area per person (TE),46.1,46.9,47.4
Parkano,One-person households (TE),1386.0,1392.0,1400.0
Parkano,Young one-person households (TE),170.0,167.0,190.0
Parkano,Young couples without children (TE),83.0,75.0,70.0
Parkano,Households with children (TE),606.0,570.0,548.0
Parkano,Households with small children (TE),151.0,136.0,121.0
Parkano,Households with children under school age (TE),272.0,250.0,232.0
Parkano,Households with school-age children (TE),299.0,283.0,257.0
Parkano,Households with teenagers (TE),253.0,243.0,234.0
Parkano,One-parent households with children (TE),111.0,100.0,104.0
Parkano,Adult households (TE),1257.0,1255.0,1229.0
Parkano,Pensioner households (TE),1406.0,1418.0,1453.0
Parkano,Households living in owner-occupied dwellings (TE),2473.0,2470.0,2442.0
Parkano,Households living in rented dwellings (TE),694.0,692.0,709.0
Parkano,Households living in other dwellings (TE),85.0,69.0,67.0
Parkano,"Households, total (TR)",3252.0,3231.0,3218.0
Parkano,Average income of households (TR),34361.0,35372.0,35656.0
Parkano,Median income of households (TR),28727.0,28896.0,28919.0
Parkano,Households belonging to the lowest income category (TR),1024.0,1013.0,1047.0
Parkano,Households belonging to the middle income category (TR),1884.0,1878.0,1838.0
Parkano,Households belonging to the highest income category (TR),344.0,340.0,333.0
Parkano,Accumulated purchasing power of households (TR),111741568.0,114286637.0,114740599.0
Parkano,Free-time residences (RA),1257.0,1267.0,1278.0
Parkano,"Buildings, total (RA)",3287.0,3310.0,3308.0
Parkano,Other buildings (RA),704.0,748.0,748.0
Parkano,Residential buildings (RA),2583.0,2562.0,2560.0
Parkano,Dwellings (RA),3890.0,3899.0,3921.0
Parkano,Average floor area per dwelling (RA),89.2,89.5,89.6
Parkano,Dwellings in small houses (RA),2962.0,2972.0,2993.0
Parkano,Dwellings in blocks of flats (RA),785.0,786.0,790.0
Parkano,Other dwellings (RA),143.0,141.0,138.0
Parkano,"Workplaces, total (TP)",2379.0,2398.0,2462.0
Parkano,Primary production (TP),168.0,158.0,178.0
Parkano,Processing (TP),754.0,769.0,826.0
Parkano,Services (TP),1415.0,1438.0,1419.0
Parkano,"A Agriculture, forestry and fishing (TP)",168.0,158.0,178.0
Parkano,B Mining and quarrying (TP),56.0,55.0,63.0
Parkano,C Manufacturing (TP),457.0,483.0,535.0
Parkano,"D Electricity, gas, steam and air conditioning supply (TP)",12.0,8.0,8.0
Parkano,"E Water supply; sewerage, waste management and remediation activities (TP)",8.0,8.0,14.0
Parkano,F Construction (TP),221.0,215.0,206.0
Parkano,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),268.0,257.0,255.0
Parkano,H Transportation and storage (TP),143.0,146.0,129.0
Parkano,I Accommodation and food service activities (TP),77.0,71.0,66.0
Parkano,J Information and communication (TP),28.0,24.0,31.0
Parkano,K Financial and insurance activities (TP),34.0,31.0,24.0
Parkano,L Real estate activities (TP),7.0,8.0,6.0
Parkano,"M Professional, scientific and technical activities (TP)",76.0,81.0,70.0
Parkano,N Administrative and support service activities (TP),86.0,108.0,104.0
Parkano,O Public administration and defence; compulsory social security (TP),64.0,63.0,64.0
Parkano,P Education (TP),140.0,139.0,142.0
Parkano,Q Human health and social work activities (TP),399.0,430.0,445.0
Parkano,"R Arts, entertainment and recreation (TP)",14.0,9.0,12.0
Parkano,S Other service activities (TP),64.0,63.0,64.0
Parkano,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),15.0,8.0,7.0
Parkano,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Parkano,X Industry unknown (TP),42.0,33.0,39.0
Parkano,"Inhabitants, total (PT)",6692.0,6562.0,6469.0
Parkano,Employed (PT),2346.0,2350.0,2362.0
Parkano,Unemployed (PT),400.0,292.0,235.0
Parkano,Children aged 0 to 14 (PT),964.0,931.0,903.0
Parkano,Students (PT),349.0,310.0,275.0
Parkano,Pensioners (PT),2378.0,2417.0,2442.0
Parkano,Others (PT),255.0,262.0,252.0
Pirkkala,"Inhabitants, total (HE)",19163.0,19237.0,19368.0
Pirkkala,Males (HE),9458.0,9530.0,9594.0
Pirkkala,Females (HE),9705.0,9707.0,9774.0
Pirkkala,Average age of inhabitants (HE),39.0,40.0,40.0
Pirkkala,0-2 years (HE),757.0,703.0,646.0
Pirkkala,3-6 years (HE),1144.0,1127.0,1098.0
Pirkkala,7-12 years (HE),1679.0,1670.0,1682.0
Pirkkala,13-15 years (HE),705.0,776.0,824.0
Pirkkala,16-17 years (HE),498.0,484.0,450.0
Pirkkala,18-19 years (HE),409.0,414.0,456.0
Pirkkala,20-24 years (HE),770.0,729.0,749.0
Pirkkala,25-29 years (HE),950.0,968.0,952.0
Pirkkala,30-34 years (HE),1308.0,1240.0,1239.0
Pirkkala,35-39 years (HE),1489.0,1485.0,1439.0
Pirkkala,40-44 years (HE),1400.0,1472.0,1548.0
Pirkkala,45-49 years (HE),1352.0,1329.0,1301.0
Pirkkala,50-54 years (HE),1328.0,1315.0,1328.0
Pirkkala,55-59 years (HE),1127.0,1173.0,1196.0
Pirkkala,60-64 years (HE),1023.0,1030.0,1040.0
Pirkkala,65-69 years (HE),1107.0,1079.0,1023.0
Pirkkala,70-74 years (HE),898.0,968.0,1057.0
Pirkkala,75-79 years (HE),611.0,618.0,628.0
Pirkkala,80-84 years (HE),349.0,364.0,397.0
Pirkkala,85 years or over (HE),259.0,293.0,315.0
Pirkkala,"Aged 18 or over, total (KO)",14380.0,14477.0,14668.0
Pirkkala,Basic level studies (KO),2558.0,2466.0,2369.0
Pirkkala,"With education, total (KO)",11822.0,12011.0,12299.0
Pirkkala,Matriculation examination (KO),836.0,849.0,889.0
Pirkkala,Vocational diploma (KO),6560.0,6587.0,6675.0
Pirkkala,Academic degree - Lower level university degree (KO),2086.0,2180.0,2276.0
Pirkkala,Academic degree - Higher level university degree (KO),2340.0,2395.0,2459.0
Pirkkala,"Aged 18 or over, total (HR)",14380.0,14477.0,14668.0
Pirkkala,Average income of inhabitants (HR),27286.0,28337.0,28784.0
Pirkkala,Median income of inhabitants (HR),23717.0,24333.0,24792.0
Pirkkala,Inhabitants belonging to the lowest income category (HR),2161.0,2184.0,2257.0
Pirkkala,Inhabitants belonging to the middle income category (HR),8161.0,8249.0,8286.0
Pirkkala,Inhabitants belonging to the highest income category (HR),4058.0,4044.0,4125.0
Pirkkala,Accumulated purchasing power of inhabitants (HR),392376042.0,410239356.0,422206825.0
Pirkkala,"Households, total (TE)",8138.0,8299.0,8439.0
Pirkkala,Average size of households (TE),2.3,2.3,2.3
Pirkkala,Average floor area per person (TE),39.1,39.5,39.6
Pirkkala,One-person households (TE),2590.0,2791.0,2883.0
Pirkkala,Young one-person households (TE),509.0,617.0,671.0
Pirkkala,Young couples without children (TE),335.0,310.0,320.0
Pirkkala,Households with children (TE),2596.0,2589.0,2564.0
Pirkkala,Households with small children (TE),677.0,639.0,580.0
Pirkkala,Households with children under school age (TE),1336.0,1296.0,1241.0
Pirkkala,Households with school-age children (TE),1185.0,1183.0,1192.0
Pirkkala,Households with teenagers (TE),925.0,959.0,972.0
Pirkkala,One-parent households with children (TE),432.0,427.0,432.0
Pirkkala,Adult households (TE),3387.0,3484.0,3599.0
Pirkkala,Pensioner households (TE),2180.0,2255.0,2313.0
Pirkkala,Households living in owner-occupied dwellings (TE),6008.0,6070.0,6096.0
Pirkkala,Households living in rented dwellings (TE),2036.0,2141.0,2244.0
Pirkkala,Households living in other dwellings (TE),94.0,88.0,99.0
Pirkkala,"Households, total (TR)",8138.0,8299.0,8439.0
Pirkkala,Average income of households (TR),48004.0,49188.0,49799.0
Pirkkala,Median income of households (TR),40359.0,40469.0,40649.0
Pirkkala,Households belonging to the lowest income category (TR),1293.0,1370.0,1386.0
Pirkkala,Households belonging to the middle income category (TR),4769.0,4846.0,4963.0
Pirkkala,Households belonging to the highest income category (TR),2076.0,2083.0,2090.0
Pirkkala,Accumulated purchasing power of households (TR),390658539.0,408210417.0,420251528.0
Pirkkala,Free-time residences (RA),469.0,459.0,452.0
Pirkkala,"Buildings, total (RA)",4269.0,4306.0,4339.0
Pirkkala,Other buildings (RA),638.0,665.0,674.0
Pirkkala,Residential buildings (RA),3631.0,3641.0,3665.0
Pirkkala,Dwellings (RA),8693.0,8801.0,9185.0
Pirkkala,Average floor area per dwelling (RA),89.4,89.3,88.0
Pirkkala,Dwellings in small houses (RA),5110.0,5119.0,5184.0
Pirkkala,Dwellings in blocks of flats (RA),3471.0,3568.0,3894.0
Pirkkala,Other dwellings (RA),112.0,114.0,107.0
Pirkkala,"Workplaces, total (TP)",6765.0,7364.0,7840.0
Pirkkala,Primary production (TP),33.0,30.0,21.0
Pirkkala,Processing (TP),1669.0,1869.0,2038.0
Pirkkala,Services (TP),4974.0,5369.0,5672.0
Pirkkala,"A Agriculture, forestry and fishing (TP)",33.0,30.0,21.0
Pirkkala,B Mining and quarrying (TP),9.0,8.0,9.0
Pirkkala,C Manufacturing (TP),795.0,845.0,894.0
Pirkkala,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Pirkkala,"E Water supply; sewerage, waste management and remediation activities (TP)",5.0,4.0,5.0
Pirkkala,F Construction (TP),860.0,1012.0,1130.0
Pirkkala,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),1512.0,1621.0,1626.0
Pirkkala,H Transportation and storage (TP),454.0,480.0,607.0
Pirkkala,I Accommodation and food service activities (TP),252.0,263.0,273.0
Pirkkala,J Information and communication (TP),42.0,89.0,98.0
Pirkkala,K Financial and insurance activities (TP),31.0,43.0,71.0
Pirkkala,L Real estate activities (TP),31.0,20.0,24.0
Pirkkala,"M Professional, scientific and technical activities (TP)",453.0,478.0,488.0
Pirkkala,N Administrative and support service activities (TP),354.0,428.0,458.0
Pirkkala,O Public administration and defence; compulsory social security (TP),466.0,499.0,513.0
Pirkkala,P Education (TP),323.0,374.0,397.0
Pirkkala,Q Human health and social work activities (TP),809.0,802.0,836.0
Pirkkala,"R Arts, entertainment and recreation (TP)",88.0,108.0,114.0
Pirkkala,S Other service activities (TP),132.0,144.0,152.0
Pirkkala,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),27.0,20.0,15.0
Pirkkala,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Pirkkala,X Industry unknown (TP),89.0,96.0,109.0
Pirkkala,"Inhabitants, total (PT)",19163.0,19237.0,19368.0
Pirkkala,Employed (PT),8483.0,8764.0,8995.0
Pirkkala,Unemployed (PT),1010.0,714.0,593.0
Pirkkala,Children aged 0 to 14 (PT),4070.0,4043.0,3994.0
Pirkkala,Students (PT),1311.0,1281.0,1264.0
Pirkkala,Pensioners (PT),3784.0,3906.0,3985.0
Pirkkala,Others (PT),505.0,529.0,537.0
Punkalaidun,"Inhabitants, total (HE)",3003.0,2949.0,2896.0
Punkalaidun,Males (HE),1559.0,1522.0,1487.0
Punkalaidun,Females (HE),1444.0,1427.0,1409.0
Punkalaidun,Average age of inhabitants (HE),50.0,50.0,50.0
Punkalaidun,0-2 years (HE),57.0,59.0,64.0
Punkalaidun,3-6 years (HE),96.0,80.0,83.0
Punkalaidun,7-12 years (HE),177.0,183.0,166.0
Punkalaidun,13-15 years (HE),93.0,85.0,99.0
Punkalaidun,16-17 years (HE),66.0,77.0,56.0
Punkalaidun,18-19 years (HE),68.0,56.0,50.0
Punkalaidun,20-24 years (HE),107.0,91.0,94.0
Punkalaidun,25-29 years (HE),98.0,111.0,109.0
Punkalaidun,30-34 years (HE),117.0,120.0,113.0
Punkalaidun,35-39 years (HE),122.0,114.0,119.0
Punkalaidun,40-44 years (HE),155.0,144.0,122.0
Punkalaidun,45-49 years (HE),178.0,175.0,170.0
Punkalaidun,50-54 years (HE),201.0,205.0,203.0
Punkalaidun,55-59 years (HE),243.0,233.0,229.0
Punkalaidun,60-64 years (HE),274.0,262.0,249.0
Punkalaidun,65-69 years (HE),252.0,250.0,256.0
Punkalaidun,70-74 years (HE),206.0,220.0,228.0
Punkalaidun,75-79 years (HE),162.0,156.0,162.0
Punkalaidun,80-84 years (HE),162.0,151.0,150.0
Punkalaidun,85 years or over (HE),169.0,177.0,174.0
Punkalaidun,"Aged 18 or over, total (KO)",2514.0,2465.0,2428.0
Punkalaidun,Basic level studies (KO),885.0,839.0,804.0
Punkalaidun,"With education, total (KO)",1629.0,1626.0,1624.0
Punkalaidun,Matriculation examination (KO),92.0,94.0,96.0
Punkalaidun,Vocational diploma (KO),1261.0,1248.0,1232.0
Punkalaidun,Academic degree - Lower level university degree (KO),187.0,190.0,196.0
Punkalaidun,Academic degree - Higher level university degree (KO),89.0,94.0,100.0
Punkalaidun,"Aged 18 or over, total (HR)",2514.0,2465.0,2428.0
Punkalaidun,Average income of inhabitants (HR),20162.0,20860.0,21622.0
Punkalaidun,Median income of inhabitants (HR),17442.0,18002.0,18172.0
Punkalaidun,Inhabitants belonging to the lowest income category (HR),676.0,657.0,649.0
Punkalaidun,Inhabitants belonging to the middle income category (HR),1538.0,1501.0,1479.0
Punkalaidun,Inhabitants belonging to the highest income category (HR),300.0,307.0,300.0
Punkalaidun,Accumulated purchasing power of inhabitants (HR),50688155.0,51420847.0,52497741.0
Punkalaidun,"Households, total (TE)",1472.0,1464.0,1445.0
Punkalaidun,Average size of households (TE),2.0,2.0,2.0
Punkalaidun,Average floor area per person (TE),49.8,50.2,50.7
Punkalaidun,One-person households (TE),670.0,686.0,671.0
Punkalaidun,Young one-person households (TE),58.0,66.0,62.0
Punkalaidun,Young couples without children (TE),18.0,17.0,16.0
Punkalaidun,Households with children (TE),247.0,246.0,244.0
Punkalaidun,Households with small children (TE),49.0,52.0,54.0
Punkalaidun,Households with children under school age (TE),102.0,91.0,98.0
Punkalaidun,Households with school-age children (TE),122.0,122.0,117.0
Punkalaidun,Households with teenagers (TE),115.0,121.0,117.0
Punkalaidun,One-parent households with children (TE),36.0,37.0,39.0
Punkalaidun,Adult households (TE),553.0,535.0,513.0
Punkalaidun,Pensioner households (TE),687.0,693.0,702.0
Punkalaidun,Households living in owner-occupied dwellings (TE),1181.0,1167.0,1164.0
Punkalaidun,Households living in rented dwellings (TE),241.0,258.0,249.0
Punkalaidun,Households living in other dwellings (TE),50.0,39.0,32.0
Punkalaidun,"Households, total (TR)",1472.0,1464.0,1445.0
Punkalaidun,Average income of households (TR),33843.0,34528.0,35677.0
Punkalaidun,Median income of households (TR),27074.0,27499.0,27894.0
Punkalaidun,Households belonging to the lowest income category (TR),534.0,527.0,517.0
Punkalaidun,Households belonging to the middle income category (TR),776.0,778.0,760.0
Punkalaidun,Households belonging to the highest income category (TR),162.0,159.0,168.0
Punkalaidun,Accumulated purchasing power of households (TR),49816310.0,50548936.0,51553877.0
Punkalaidun,Free-time residences (RA),548.0,551.0,553.0
Punkalaidun,"Buildings, total (RA)",1747.0,1749.0,1754.0
Punkalaidun,Other buildings (RA),218.0,223.0,224.0
Punkalaidun,Residential buildings (RA),1529.0,1526.0,1530.0
Punkalaidun,Dwellings (RA),1761.0,1748.0,1745.0
Punkalaidun,Average floor area per dwelling (RA),94.1,94.1,94.1
Punkalaidun,Dwellings in small houses (RA),1583.0,1569.0,1563.0
Punkalaidun,Dwellings in blocks of flats (RA),108.0,108.0,115.0
Punkalaidun,Other dwellings (RA),70.0,71.0,67.0
Punkalaidun,"Workplaces, total (TP)",906.0,895.0,878.0
Punkalaidun,Primary production (TP),221.0,213.0,214.0
Punkalaidun,Processing (TP),202.0,230.0,219.0
Punkalaidun,Services (TP),469.0,438.0,427.0
Punkalaidun,"A Agriculture, forestry and fishing (TP)",221.0,213.0,214.0
Punkalaidun,B Mining and quarrying (TP),1.0,1.0,1.0
Punkalaidun,C Manufacturing (TP),138.0,149.0,135.0
Punkalaidun,"D Electricity, gas, steam and air conditioning supply (TP)",1.0,2.0,1.0
Punkalaidun,"E Water supply; sewerage, waste management and remediation activities (TP)",3.0,2.0,1.0
Punkalaidun,F Construction (TP),59.0,76.0,81.0
Punkalaidun,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),95.0,89.0,92.0
Punkalaidun,H Transportation and storage (TP),36.0,31.0,29.0
Punkalaidun,I Accommodation and food service activities (TP),27.0,25.0,13.0
Punkalaidun,J Information and communication (TP),5.0,5.0,5.0
Punkalaidun,K Financial and insurance activities (TP),12.0,8.0,7.0
Punkalaidun,L Real estate activities (TP),2.0,0.0,0.0
Punkalaidun,"M Professional, scientific and technical activities (TP)",14.0,16.0,11.0
Punkalaidun,N Administrative and support service activities (TP),35.0,39.0,49.0
Punkalaidun,O Public administration and defence; compulsory social security (TP),20.0,18.0,16.0
Punkalaidun,P Education (TP),54.0,53.0,50.0
Punkalaidun,Q Human health and social work activities (TP),136.0,118.0,116.0
Punkalaidun,"R Arts, entertainment and recreation (TP)",14.0,14.0,8.0
Punkalaidun,S Other service activities (TP),18.0,22.0,29.0
Punkalaidun,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),1.0,0.0,2.0
Punkalaidun,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Punkalaidun,X Industry unknown (TP),14.0,14.0,18.0
Punkalaidun,"Inhabitants, total (PT)",3003.0,2949.0,2896.0
Punkalaidun,Employed (PT),1059.0,1070.0,1042.0
Punkalaidun,Unemployed (PT),140.0,80.0,78.0
Punkalaidun,Children aged 0 to 14 (PT),383.0,386.0,379.0
Punkalaidun,Students (PT),190.0,175.0,147.0
Punkalaidun,Pensioners (PT),1129.0,1131.0,1132.0
Punkalaidun,Others (PT),102.0,107.0,118.0
Pälkäne,"Inhabitants, total (HE)",6627.0,6567.0,6499.0
Pälkäne,Males (HE),3315.0,3287.0,3260.0
Pälkäne,Females (HE),3312.0,3280.0,3239.0
Pälkäne,Average age of inhabitants (HE),47.0,47.0,48.0
Pälkäne,0-2 years (HE),149.0,149.0,145.0
Pälkäne,3-6 years (HE),244.0,239.0,231.0
Pälkäne,7-12 years (HE),458.0,452.0,437.0
Pälkäne,13-15 years (HE),253.0,237.0,238.0
Pälkäne,16-17 years (HE),148.0,155.0,154.0
Pälkäne,18-19 years (HE),106.0,114.0,122.0
Pälkäne,20-24 years (HE),201.0,188.0,181.0
Pälkäne,25-29 years (HE),234.0,251.0,226.0
Pälkäne,30-34 years (HE),312.0,288.0,282.0
Pälkäne,35-39 years (HE),330.0,324.0,319.0
Pälkäne,40-44 years (HE),359.0,352.0,377.0
Pälkäne,45-49 years (HE),427.0,399.0,371.0
Pälkäne,50-54 years (HE),531.0,519.0,498.0
Pälkäne,55-59 years (HE),502.0,522.0,533.0
Pälkäne,60-64 years (HE),527.0,518.0,512.0
Pälkäne,65-69 years (HE),569.0,558.0,542.0
Pälkäne,70-74 years (HE),427.0,472.0,477.0
Pälkäne,75-79 years (HE),357.0,324.0,340.0
Pälkäne,80-84 years (HE),234.0,265.0,272.0
Pälkäne,85 years or over (HE),259.0,241.0,242.0
Pälkäne,"Aged 18 or over, total (KO)",5375.0,5335.0,5294.0
Pälkäne,Basic level studies (KO),1588.0,1535.0,1463.0
Pälkäne,"With education, total (KO)",3787.0,3800.0,3831.0
Pälkäne,Matriculation examination (KO),216.0,206.0,208.0
Pälkäne,Vocational diploma (KO),2826.0,2825.0,2835.0
Pälkäne,Academic degree - Lower level university degree (KO),396.0,407.0,421.0
Pälkäne,Academic degree - Higher level university degree (KO),349.0,362.0,367.0
Pälkäne,"Aged 18 or over, total (HR)",5375.0,5335.0,5294.0
Pälkäne,Average income of inhabitants (HR),22174.0,22694.0,23233.0
Pälkäne,Median income of inhabitants (HR),19647.0,20014.0,20533.0
Pälkäne,Inhabitants belonging to the lowest income category (HR),1118.0,1129.0,1153.0
Pälkäne,Inhabitants belonging to the middle income category (HR),3341.0,3314.0,3239.0
Pälkäne,Inhabitants belonging to the highest income category (HR),916.0,892.0,902.0
Pälkäne,Accumulated purchasing power of inhabitants (HR),119184126.0,121071414.0,122997770.0
Pälkäne,"Households, total (TE)",3059.0,3060.0,3046.0
Pälkäne,Average size of households (TE),2.1,2.1,2.1
Pälkäne,Average floor area per person (TE),46.3,46.7,47.0
Pälkäne,One-person households (TE),1170.0,1187.0,1186.0
Pälkäne,Young one-person households (TE),113.0,113.0,109.0
Pälkäne,Young couples without children (TE),52.0,52.0,53.0
Pälkäne,Households with children (TE),667.0,659.0,635.0
Pälkäne,Households with small children (TE),139.0,135.0,122.0
Pälkäne,Households with children under school age (TE),285.0,275.0,257.0
Pälkäne,Households with school-age children (TE),337.0,321.0,311.0
Pälkäne,Households with teenagers (TE),301.0,293.0,285.0
Pälkäne,One-parent households with children (TE),119.0,120.0,114.0
Pälkäne,Adult households (TE),1146.0,1142.0,1135.0
Pälkäne,Pensioner households (TE),1271.0,1288.0,1302.0
Pälkäne,Households living in owner-occupied dwellings (TE),2500.0,2494.0,2494.0
Pälkäne,Households living in rented dwellings (TE),473.0,489.0,476.0
Pälkäne,Households living in other dwellings (TE),86.0,77.0,76.0
Pälkäne,"Households, total (TR)",3059.0,3060.0,3046.0
Pälkäne,Average income of households (TR),38202.0,38972.0,39780.0
Pälkäne,Median income of households (TR),32211.0,32236.0,33239.0
Pälkäne,Households belonging to the lowest income category (TR),816.0,839.0,824.0
Pälkäne,Households belonging to the middle income category (TR),1763.0,1743.0,1749.0
Pälkäne,Households belonging to the highest income category (TR),480.0,478.0,473.0
Pälkäne,Accumulated purchasing power of households (TR),116858765.0,119255331.0,121171343.0
Pälkäne,Free-time residences (RA),4235.0,4253.0,4264.0
Pälkäne,"Buildings, total (RA)",3536.0,3551.0,3563.0
Pälkäne,Other buildings (RA),472.0,483.0,483.0
Pälkäne,Residential buildings (RA),3064.0,3068.0,3080.0
Pälkäne,Dwellings (RA),3512.0,3510.0,3509.0
Pälkäne,Average floor area per dwelling (RA),94.4,95.1,95.1
Pälkäne,Dwellings in small houses (RA),3086.0,3082.0,3077.0
Pälkäne,Dwellings in blocks of flats (RA),332.0,332.0,332.0
Pälkäne,Other dwellings (RA),94.0,96.0,100.0
Pälkäne,"Workplaces, total (TP)",1924.0,1929.0,1924.0
Pälkäne,Primary production (TP),280.0,269.0,258.0
Pälkäne,Processing (TP),370.0,384.0,422.0
Pälkäne,Services (TP),1223.0,1226.0,1180.0
Pälkäne,"A Agriculture, forestry and fishing (TP)",280.0,269.0,258.0
Pälkäne,B Mining and quarrying (TP),0.0,0.0,0.0
Pälkäne,C Manufacturing (TP),204.0,227.0,242.0
Pälkäne,"D Electricity, gas, steam and air conditioning supply (TP)",0.0,0.0,0.0
Pälkäne,"E Water supply; sewerage, waste management and remediation activities (TP)",7.0,6.0,6.0
Pälkäne,F Construction (TP),159.0,151.0,174.0
Pälkäne,G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP),188.0,182.0,165.0
Pälkäne,H Transportation and storage (TP),151.0,156.0,151.0
Pälkäne,I Accommodation and food service activities (TP),75.0,70.0,82.0
Pälkäne,J Information and communication (TP),15.0,13.0,16.0
Pälkäne,K Financial and insurance activities (TP),19.0,15.0,16.0
Pälkäne,L Real estate activities (TP),3.0,1.0,2.0
Pälkäne,"M Professional, scientific and technical activities (TP)",55.0,65.0,49.0
Pälkäne,N Administrative and support service activities (TP),85.0,101.0,88.0
Pälkäne,O Public administration and defence; compulsory social security (TP),45.0,49.0,41.0
Pälkäne,P Education (TP),200.0,200.0,195.0
Pälkäne,Q Human health and social work activities (TP),288.0,273.0,270.0
Pälkäne,"R Arts, entertainment and recreation (TP)",48.0,44.0,51.0
Pälkäne,S Other service activities (TP),43.0,46.0,47.0
Pälkäne,T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP),8.0,11.0,7.0
Pälkäne,U Activities of extraterritorial organisations and bodies (TP),0.0,0.0,0.0
Pälkäne,X Industry unknown (TP),51.0,50.0,64.0
Pälkäne,"Inhabitants, total (PT)",6627.0,6567.0,6499.0
Pälkäne,Employed (PT),2540.0,2586.0,2593.0
Pälkäne,Unemployed (PT),393.0,276.0,222.0
Pälkäne,Children aged 0 to 14 (PT),1015.0,1002.0,964.0
Pälkäne,Students (PT),349.0,355.0,345.0
Pälkäne,Pensioners (PT),2142.0,2178.0,2191.0
Pälkäne,Others (PT),188.0,170.0,184.0
Ruovesi,"Inhabitants, total (HE)",4565.0,4459.0,4398.0
Ruovesi,Males (HE),2315.0,2245.0,2192.0
Ruovesi,Females (HE),2250.0,2214.0,2206.0
Ruovesi,Average age of inhabitants (HE),51.0,51.0,52.0
Ruovesi,0-2 years (HE),99.0,94.0,79.0
Ruovesi,3-6 years (HE),135.0,128.0,128.0
Ruovesi,7-12 years (HE),236.0,228.0,237.0
Ruovesi,13-15 years (HE),141.0,142.0,129.0
Ruovesi,16-17 years (HE),101.0,80.0,85.0
Ruovesi,18-19 years (HE),93.0,81.0,78.0
Ruovesi,20-24 years (HE),120.0,125.0,121.0
Ruovesi,25-29 years (HE),148.0,145.0,128.0
Ruovesi,30-34 years (HE),189.0,169.0,157.0
Ruovesi,35-39 years (HE),158.0,161.0,176.0
Ruovesi,40-44 years (HE),237.0,234.0,225.0
Ruovesi,45-49 years (HE),247.0,220.0,209.0
Ruovesi,50-54 years (HE),321.0,324.0,318.0
Ruovesi,55-59 years (HE),364.0,348.0,345.0
Ruovesi,60-64 years (HE),438.0,429.0,418.0
Ruovesi,65-69 years (HE),423.0,426.0,423.0
Ruovesi,70-74 years (HE),354.0,384.0,403.0
Ruovesi,75-79 years (HE),309.0,285.0,271.0
Ruovesi,80-84 years (HE),221.0,232.0,240.0
Ruovesi,85 years or over (HE),231.0,224.0,228.0
Ruovesi,"Aged 18 or over, total (KO)",3853.0,3787.0,3740.0
Ruovesi,Basic level studies (KO),1291.0,1235.0,1186.0
Ruovesi,"With education, total (KO)",2562.0,2552.0,2554.0
Ruovesi,Matriculation examination (KO),134.0,117.0,113.0
Ruovesi,Vocational diploma (KO),2034.0,2025.0,2024.0
