"12bg -- Employment and hours worked by area, annually, 2000-2021*",,,,,,,,,
,,,,,,,,,
Area,Transaction,Industry,Sector,2015 Original series,2016 Original series,2017 Original series,2018 Original series,2019 Original series,2020 Original series
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,4.129,4.171,4.063,4.251,4.444,4.157
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,6.089,5.82,6.119,6.108,6.866,6.175
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,5.277,5.206,4.863,5.874,5.018,5.129
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,11.665,11.864,11.809,12.713,13.332,12.819
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,3.588,3.659,3.483,3.497,3.509,3.393
MK09 South Karelia,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.286,0.273,0.275,0.266,0.257,0.143
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,4.832,4.373,4.204,4.033,4.399,4.478
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,2.988,2.702,2.497,2.285,2.359,2.538
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,1.844,1.671,1.707,1.748,2.04,1.94
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,13.159,13.589,13.33,13.311,12.9,12.542
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,0.097,0.082,0.079,0.079,0.088,0.095
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,0.732,0.779,0.726,0.765,0.747,0.649
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,0.295,0.275,0.314,0.31,0.291,0.258
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,2.656,2.722,2.602,2.528,2.425,2.109
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,2.244,2.295,2.226,2.191,2.153,1.98
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,0.411,0.427,0.376,0.336,0.273,0.13
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,0.758,0.821,0.875,0.836,0.934,0.875
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,0.479,0.495,0.511,0.504,0.469,0.472
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,2.425,2.526,2.488,2.423,2.526,2.538
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,0.867,1.145,1.09,1.076,1.102,1.088
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,0.525,0.402,0.453,0.413,0.432,0.436
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,0.843,0.834,0.78,0.784,0.819,0.847
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,0.191,0.145,0.164,0.15,0.173,0.167
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,0.73,0.687,0.725,0.759,0.743,0.752
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,2.822,2.85,2.983,2.977,2.977,2.903
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,0.462,0.491,0.478,0.489,0.451,0.452
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,4.524,4.712,4.531,4.618,4.224,4.342
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,39.976,39.797,39.909,40.108,40.327,38.62
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,6.327,6.109,5.972,5.948,5.826,5.498
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,2.914,2.836,2.793,2.805,2.835,2.729
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,2.071,2.108,2.083,2.072,2.022,1.821
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,0.928,0.91,0.887,0.833,0.722,0.844
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,0.58,0.519,0.488,0.39,0.433,0.387
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,4.573,4.489,4.325,4.358,4.379,4.492
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,0.386,0.375,0.329,0.357,0.326,0.354
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.136,0.13,0.127,0.111,0.11,0.106
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,2.255,2.223,2.134,2.125,2.118,2.244
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,1.932,1.892,1.861,1.876,1.935,1.894
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,3.73,3.659,3.873,3.866,3.593,3.269
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,3.907,3.843,3.685,3.763,3.732,3.587
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,11.445,11.925,12.348,12.739,13.255,12.912
MK10 South Savo,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,2.839,2.754,2.81,2.717,2.949,2.528
MK10 South Savo,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.526,0.516,0.52,0.505,0.47,0.446
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,10.113,9.21,9.007,8.805,9.294,9.361
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,5.823,5.292,4.956,4.529,4.667,4.994
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,4.29,3.918,4.052,4.276,4.627,4.367
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,22.853,23.336,23.039,22.772,21.907,21.504
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,0.147,0.118,0.12,0.12,0.138,0.147
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,1.049,1.098,1.037,1.095,1.065,0.916
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,0.462,0.419,0.47,0.464,0.436,0.388
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,4.01,3.96,3.847,3.617,3.514,3.008
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,3.478,3.428,3.299,3.171,3.114,2.818
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,0.532,0.533,0.548,0.446,0.4,0.19
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,1.174,1.19,1.344,1.333,1.412,1.314
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,0.724,0.756,0.783,0.764,0.711,0.703
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,3.794,4.017,3.989,3.856,4.014,4.001
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,1.306,1.739,1.685,1.669,1.694,1.669
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,0.82,0.65,0.755,0.666,0.701,0.688
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,1.376,1.406,1.307,1.296,1.365,1.394
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,0.292,0.222,0.242,0.226,0.255,0.251
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,1.151,1.11,1.172,1.208,1.206,1.259
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,4.458,4.425,4.706,4.708,4.654,4.551
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,0.801,0.832,0.818,0.818,0.751,0.739
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,9.541,9.836,9.46,9.496,8.661,9.029
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,59.712,60.534,59.637,62.151,60.993,58.255
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,9.561,9.434,9.245,9.226,9.019,8.428
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,5.197,5.031,5.057,4.984,4.926,4.629
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,3.678,3.742,3.693,3.646,3.463,3.017
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,1.556,1.604,1.496,1.373,1.208,1.378
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,0.933,0.788,0.782,0.669,0.657,0.618
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,6.929,6.772,6.504,6.597,6.556,6.689
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,0.638,0.612,0.526,0.578,0.517,0.546
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.228,0.216,0.214,0.189,0.189,0.181
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,3.59,3.523,3.408,3.428,3.32,3.483
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,2.7,2.637,2.571,2.591,2.719,2.66
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,5.623,5.401,5.817,5.74,5.36,4.985
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,5.755,5.598,5.26,6.154,5.012,4.914
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,15.531,17.599,17.279,18.707,19.54,19.032
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,3.997,3.638,3.576,4.169,4.434,3.793
MK10 South Savo,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,0.724,0.71,0.714,0.696,0.628,0.592
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,8.315,7.71,7.547,7.243,7.347,7.62
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,6.196,5.837,5.627,5.277,5.29,5.547
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,2.119,1.873,1.92,1.967,2.057,2.073
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,23.17,23.522,23.805,25.199,25.286,24.997
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,0.314,0.342,0.359,0.391,0.392,0.374
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,1.52,1.523,1.475,1.508,1.559,1.606
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,0.7,0.682,0.651,0.606,0.554,0.519
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,2.367,2.427,2.354,2.448,2.309,2.243
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,1.609,1.687,1.656,1.721,1.619,1.623
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,0.758,0.74,0.698,0.727,0.691,0.62
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,0.751,0.841,0.756,0.718,0.707,0.73
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,0.484,0.517,0.519,0.548,0.565,0.566
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,6.147,6.086,6.423,6.547,6.801,6.798
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,2.817,2.731,2.822,2.789,2.797,2.672
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,0.792,0.766,0.845,0.848,0.891,1.015
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,2.227,2.303,2.442,2.591,2.78,2.768
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","29, 30 Manufacture of transport equipment",S1 Total economy,0.311,0.286,0.314,0.319,0.334,0.342
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,1.303,1.334,1.362,1.424,1.516,1.378
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,4.464,4.613,4.569,4.62,4.732,4.767
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,0.912,0.898,0.922,0.933,0.998,1.2
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",F Construction (41-43),S1 Total economy,8.672,8.873,8.984,10.076,9.885,9.583
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",G-T Services (45-98),S1 Total economy,72.386,72.263,72.066,74.012,76.689,74.767
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,11.459,11.117,10.876,11.072,11.059,10.591
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",H Transportation and storage (49-53),S1 Total economy,5.66,5.641,5.467,5.333,5.681,5.292
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",I Accommodation and food service activities (55-56),S1 Total economy,2.939,2.931,2.896,3.036,3.513,2.743
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",J Information and communication (58-63),S1 Total economy,1.859,1.876,2.027,1.881,1.938,1.941
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",K Financial and insurance activities (64-66),S1 Total economy,1.452,1.431,1.382,1.358,1.485,1.331
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,10.445,10.497,10.518,11.074,11.918,12.063
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","681, 68209, 683 Other real estate activities",S1 Total economy,0.604,0.598,0.602,0.605,0.594,0.63
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.26,0.341,0.336,0.301,0.29,0.197
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","M Professional, scientific and technical activities (69-75)",S1 Total economy,4.422,4.491,4.552,4.686,5.005,5.09
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",N Administrative and support service activities (77-82),S1 Total economy,5.419,5.408,5.365,5.783,6.319,6.343
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",O Public administration and defence; compulsory social security (84),S1 Total economy,5.013,5.081,5.377,5.419,5.676,5.712
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",P Education (85),S1 Total economy,7.153,7.147,6.926,7.173,7.346,7.367
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",Q Human health and social work activities (86-88),S1 Total economy,20.415,20.717,20.93,21.476,21.731,21.938
MK11 North Savo,"E1 Employment, domestic (1 000 persons)","R, S Other service activities (90-96)",S1 Total economy,4.53,4.469,4.308,4.836,5.102,4.707
MK11 North Savo,"E1 Employment, domestic (1 000 persons)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,1.2,1.014,1.021,1.052,0.949,0.883
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,16.957,15.833,15.699,15.094,15.117,15.688
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","01 Crop and animal production, hunting and related service activities",S1 Total economy,12.122,11.446,11.075,10.428,10.451,10.938
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","02, 03 Forestry; Fishing",S1 Total economy,4.834,4.387,4.624,4.666,4.666,4.75
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",B-F Secondary production (05-43),S1 Total economy,40.412,40.816,41.69,43.645,43.604,42.88
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",B Mining and quarrying (05-09),S1 Total economy,0.469,0.512,0.547,0.591,0.598,0.576
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",10-12 Food industry etc.,S1 Total economy,2.304,2.293,2.176,2.22,2.317,2.355
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","13-15 Textile, clothing and leather industry",S1 Total economy,1.005,0.997,0.963,0.891,0.833,0.772
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,3.553,3.614,3.706,3.745,3.54,3.428
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,2.411,2.504,2.589,2.679,2.503,2.462
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","17, 18 Paper industry; Printing",S1 Total economy,1.142,1.109,1.117,1.066,1.037,0.966
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",19-22 Chemical industry,S1 Total economy,1.145,1.199,1.153,1.101,1.085,1.113
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",23 Manufacture of other non-metallic mineral products,S1 Total economy,0.722,0.786,0.777,0.825,0.843,0.847
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",24-30 Metal industry,S1 Total economy,9.845,9.694,10.348,10.555,11.051,10.778
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,4.38,4.243,4.432,4.395,4.312,4.127
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","26, 27 Manufacture of electrical and electronic products",S1 Total economy,1.152,1.144,1.252,1.265,1.405,1.541
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",28 Manufacture of machinery and equipment n.e.c.,S1 Total economy,3.837,3.876,4.207,4.429,4.834,4.595
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","29, 30 Manufacture of transport equipment",S1 Total economy,0.476,0.431,0.456,0.466,0.5,0.515
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","31-33 Manufacture of furniture, other manufacturing; repair and installation of machinery and equipment",S1 Total economy,2.049,2.171,2.206,2.29,2.452,2.251
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","05-09, 13-15, 19-23, 31-39 Other industry",S1 Total economy,6.815,7.022,7.116,7.22,7.444,7.545
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","D, E Electricity, gas, steam and air conditioning and water supply; sewerage and waste management (35-39)",S1 Total economy,1.425,1.356,1.47,1.522,1.633,1.986
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",F Construction (41-43),S1 Total economy,17.894,18.194,18.346,19.905,19.253,18.774
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",G-T Services (45-98),S1 Total economy,109.631,109.346,109.753,121.196,116.662,112.829
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",G Wholesale and retail trade; repair of motor vehicles and motorcycles (45-47),S1 Total economy,17.849,17.452,16.867,17.186,17.233,16.392
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",H Transportation and storage (49-53),S1 Total economy,10.066,9.974,9.727,9.36,9.871,9.038
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",I Accommodation and food service activities (55-56),S1 Total economy,5.144,5.157,4.931,5.112,5.836,4.383
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",J Information and communication (58-63),S1 Total economy,3,2.989,3.242,3.028,2.998,2.967
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",K Financial and insurance activities (64-66),S1 Total economy,2.286,2.274,2.196,2.163,2.216,1.939
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683, M, N Real estate activities; Professional, scientific and technical activities;  Office administrative and other",S1 Total economy,15.507,15.531,15.792,16.618,17.572,17.666
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","681, 68209, 683 Other real estate activities",S1 Total economy,0.957,0.962,0.955,0.969,0.944,0.989
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","68201, 68202 Letting and operation of dwellings",S1 Total economy,0.436,0.568,0.566,0.512,0.498,0.335
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","M Professional, scientific and technical activities (69-75)",S1 Total economy,7.197,7.291,7.469,7.681,7.945,8.093
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",N Administrative and support service activities (77-82),S1 Total economy,7.353,7.278,7.368,7.968,8.683,8.584
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",O Public administration and defence; compulsory social security (84),S1 Total economy,7.671,7.588,8.475,8.448,8.84,8.688
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",P Education (85),S1 Total economy,10.468,10.245,10.303,18.215,10.216,10.297
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",Q Human health and social work activities (86-88),S1 Total economy,28.857,29.529,29.792,31.902,32.514,32.969
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)","R, S Other service activities (90-96)",S1 Total economy,6.697,6.643,6.46,7.202,7.601,6.983
MK11 North Savo,"E2 Hours worked, domestic (1 000 000 h)",T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use(97-98),S1 Total economy,1.651,1.395,1.403,1.45,1.268,1.172
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","A Agriculture, forestry and fishing (01-03)",S1 Total economy,5.444,4.986,4.859,4.744,4.571,4.579
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","01 Crop and animal production, hunting and related service activities",S1 Total economy,3.666,3.227,3.068,2.885,2.884,2.952
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","02, 03 Forestry; Fishing",S1 Total economy,1.778,1.759,1.791,1.859,1.687,1.626
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",B-F Secondary production (05-43),S1 Total economy,16.609,16.266,16.42,16.695,16.652,15.868
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",B Mining and quarrying (05-09),S1 Total economy,0.453,0.419,0.394,0.387,0.321,0.286
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",10-12 Food industry etc.,S1 Total economy,1.091,1.104,1.121,1.212,1.236,1.159
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","13-15 Textile, clothing and leather industry",S1 Total economy,0.309,0.307,0.307,0.286,0.238,0.229
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","16-18 Manufacture of wood products, paper and paper products; printing and reproduction of recorded media",S1 Total economy,1.917,1.9,2.014,1.989,2.064,1.819
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","16 Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",S1 Total economy,1.047,1.114,1.196,1.247,1.286,1.08
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","17, 18 Paper industry; Printing",S1 Total economy,0.871,0.786,0.818,0.742,0.777,0.74
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",19-22 Chemical industry,S1 Total economy,1.17,1.137,1.174,1.174,1.225,1.268
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",23 Manufacture of other non-metallic mineral products,S1 Total economy,0.609,0.608,0.602,0.59,0.566,0.546
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)",24-30 Metal industry,S1 Total economy,4.377,4.353,4.339,4.593,4.816,4.717
MK12 North Karelia,"E1 Employment, domestic (1 000 persons)","24-25 Manufacture of basic metals and fabricated metal products, except machinery and equipment",S1 Total economy,2.077,2.089,2.037,2.102,2.163,2.042
